"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"454710",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6844
"454711",NaN,341013.413223141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454712",NaN,341012,NaN,NaN,NaN,NaN,NaN,17581,15875,NaN
"454717",NaN,NaN,NaN,NaN,NaN,19668.4722059684,NaN,NaN,NaN,6844
"454718",NaN,341012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454721",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15878,NaN
"454723",49641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6843
"454728",49639,NaN,NaN,NaN,NaN,NaN,NaN,17584,NaN,NaN
"454731",NaN,NaN,NaN,32016,NaN,NaN,NaN,NaN,NaN,NaN
"454732",NaN,341012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6843
"454734",NaN,NaN,NaN,NaN,NaN,NaN,25297.0567010309,NaN,NaN,NaN
"454735",NaN,NaN,NaN,NaN,NaN,NaN,25301.9333333333,NaN,NaN,NaN
"454736",NaN,NaN,40229,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454737",NaN,NaN,NaN,NaN,NaN,NaN,25304.6123260437,NaN,NaN,NaN
"454744",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6844
"454745",49617.8139534884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454746",NaN,341000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454747",NaN,NaN,NaN,NaN,34985,NaN,NaN,NaN,NaN,NaN
"454748",NaN,NaN,40258,NaN,NaN,NaN,NaN,17581,15876.9921259843,6844
"454749",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17584,NaN,NaN
"454750",49642,NaN,NaN,NaN,NaN,NaN,NaN,17578.8823529412,NaN,NaN
"454751",NaN,340979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454754",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6844
"454755",NaN,NaN,40222,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454756",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454757",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454758",NaN,NaN,NaN,NaN,NaN,NaN,25325.3868194842,NaN,NaN,NaN
"454759",NaN,NaN,NaN,NaN,NaN,NaN,25323,NaN,NaN,6841.046875
"454762",NaN,NaN,NaN,32013,NaN,NaN,NaN,NaN,NaN,NaN
"454763",NaN,NaN,NaN,NaN,NaN,NaN,25304,NaN,NaN,NaN
"454767",NaN,NaN,NaN,NaN,NaN,NaN,25304,NaN,NaN,NaN
"454776",NaN,340904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454777",NaN,NaN,40224,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454779",NaN,NaN,NaN,NaN,34985,NaN,NaN,NaN,NaN,NaN
"454780",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15879,NaN
"454785",NaN,NaN,NaN,NaN,34987,NaN,NaN,NaN,NaN,NaN
"454786",NaN,NaN,NaN,NaN,34987,NaN,NaN,NaN,NaN,NaN
"454787",NaN,340904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454788",NaN,NaN,NaN,NaN,34989.0129589633,NaN,NaN,NaN,15880,6842.76450721523
"454789",NaN,NaN,NaN,NaN,34991,NaN,NaN,NaN,NaN,6841
"454791",NaN,340904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454793",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454794",NaN,340899.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454795",NaN,340904,40233.9206349206,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454798",NaN,NaN,NaN,32013,NaN,NaN,NaN,NaN,NaN,NaN
"454800",49637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454801",NaN,NaN,NaN,NaN,NaN,NaN,25314,NaN,NaN,NaN
"454803",NaN,340900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454805",NaN,340918.573275862,NaN,NaN,NaN,NaN,25323.3703703704,NaN,NaN,NaN
"454806",NaN,340917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454807",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454810",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17580,NaN,NaN
"454814",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15865,NaN
"454815",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6840
"454820",NaN,340916,NaN,NaN,NaN,19678,25329,NaN,NaN,NaN
"454821",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6840
"454828",NaN,NaN,NaN,NaN,34998.9939337378,NaN,NaN,NaN,NaN,NaN
"454829",NaN,NaN,NaN,NaN,34999.6998284734,NaN,NaN,NaN,NaN,NaN
"454835",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6840
"454837",NaN,340890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454839",NaN,NaN,NaN,NaN,NaN,19667,25316.3703981968,17575,NaN,NaN
"454842",NaN,NaN,NaN,NaN,NaN,19678,NaN,NaN,NaN,NaN
"454845",49628.8079096045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454846",49637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454848",49623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454849",NaN,NaN,NaN,NaN,NaN,NaN,25313.8895567243,NaN,NaN,NaN
"454850",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17575,NaN,NaN
"454851",NaN,NaN,NaN,NaN,NaN,19667,NaN,NaN,NaN,NaN
"454852",NaN,NaN,NaN,NaN,NaN,19667,NaN,NaN,NaN,NaN
"454855",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6840
"454859",NaN,NaN,NaN,NaN,NaN,NaN,25306,NaN,NaN,NaN
"454860",NaN,340890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454864",NaN,NaN,NaN,NaN,NaN,NaN,25300,NaN,NaN,NaN
"454867",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"454872",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6840
"454877",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6842.43519553073
"454885",NaN,340898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454886",NaN,340889.592050209,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"454887",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"454888",NaN,NaN,NaN,NaN,35000,19667,NaN,NaN,NaN,NaN
"454897",NaN,NaN,NaN,NaN,NaN,NaN,25307.1078431373,NaN,NaN,NaN
"454898",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454901",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454902",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454908",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454917",NaN,340890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454918",49615.3971486762,340889.579831933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454919",49615,340880.937888199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454920",NaN,NaN,NaN,NaN,NaN,NaN,25308.3425414365,NaN,NaN,NaN
"454922",NaN,340894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454923",49612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454928",NaN,NaN,NaN,NaN,NaN,19667,NaN,NaN,NaN,NaN
"454929",NaN,NaN,NaN,NaN,NaN,NaN,25310,NaN,NaN,6841
"454932",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17576,NaN,NaN
"454934",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454942",49610.0677966102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454943",49610,NaN,NaN,NaN,34999.4223718668,NaN,NaN,NaN,NaN,NaN
"454944",NaN,NaN,NaN,NaN,34998.1858902576,NaN,NaN,NaN,NaN,NaN
"454945",49599,NaN,NaN,NaN,34991,NaN,NaN,NaN,NaN,NaN
"454946",NaN,NaN,NaN,NaN,NaN,19671,NaN,NaN,NaN,NaN
"454954",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841
"454955",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6842.34672389511
"454956",NaN,NaN,NaN,NaN,NaN,NaN,25311,NaN,NaN,6844.29684662374
"454957",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6849
"454958",49585,NaN,NaN,NaN,NaN,19671.1933174224,25314,NaN,15865,NaN
"454959",NaN,NaN,NaN,NaN,NaN,NaN,25326.6976744186,NaN,NaN,NaN
"454964",NaN,NaN,NaN,NaN,NaN,NaN,25324,NaN,NaN,NaN
"454965",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15865,NaN
"454967",NaN,340806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454968",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15871,6849
"454970",NaN,340805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"454975",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6850
"454976",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15862.3842869342,NaN
"454983",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6848.9996597868
"454984",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6848.76292081555
"454987",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6849
"454992",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17576,NaN,NaN
"454997",NaN,NaN,NaN,NaN,NaN,NaN,25325,NaN,NaN,NaN
"454999",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6847
"455004",NaN,NaN,NaN,NaN,NaN,NaN,25325,NaN,NaN,NaN
"455005",NaN,NaN,NaN,NaN,NaN,NaN,25325,17573,NaN,NaN
"455010",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455011",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455013",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455015",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455019",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455020",NaN,NaN,NaN,NaN,NaN,NaN,25320,NaN,NaN,NaN
"455026",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17572,NaN,NaN
"455027",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17571.9885714286,NaN,6845
"455036",NaN,NaN,NaN,NaN,NaN,NaN,25326,NaN,NaN,NaN
"455039",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455040",NaN,340713.788461538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455048",NaN,NaN,NaN,NaN,NaN,NaN,25328,NaN,NaN,NaN
"455049",NaN,NaN,NaN,NaN,NaN,NaN,25323,NaN,NaN,NaN
"455051",49585,NaN,40214,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455052",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17571,NaN,NaN
"455053",NaN,NaN,40230.6234096692,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455054",NaN,NaN,40234.0501474926,NaN,NaN,NaN,25315,NaN,NaN,NaN
"455058",NaN,340700,40233,NaN,NaN,NaN,25315,NaN,NaN,NaN
"455059",49584.3739688359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455060",49582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455066",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455068",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15862,NaN
"455070",NaN,NaN,NaN,NaN,NaN,19675,NaN,NaN,NaN,NaN
"455073",NaN,340606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455075",NaN,340524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455080",49561,340559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455081",49560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455083",NaN,NaN,NaN,NaN,NaN,19666,NaN,NaN,NaN,NaN
"455084",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455086",NaN,NaN,NaN,NaN,NaN,19666,NaN,NaN,NaN,NaN
"455087",NaN,NaN,NaN,NaN,NaN,19662.8169398907,NaN,NaN,NaN,6845
"455091",NaN,340510.054054054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455093",NaN,NaN,NaN,NaN,NaN,NaN,25327,NaN,NaN,NaN
"455095",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455101",NaN,NaN,NaN,NaN,NaN,NaN,25332.2324171382,NaN,NaN,6845
"455110",NaN,340504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455111",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17571,NaN,NaN
"455112",NaN,340401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455113",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6846
"455121",NaN,NaN,NaN,NaN,NaN,19673,NaN,NaN,NaN,NaN
"455124",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,6844
"455125",NaN,NaN,NaN,32002,35000,NaN,NaN,NaN,NaN,NaN
"455128",NaN,340401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455131",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15862,NaN
"455143",NaN,340450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455144",49560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6844
"455149",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455152",49547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455155",NaN,NaN,NaN,NaN,NaN,NaN,25357,NaN,NaN,NaN
"455158",49547,340402.170542636,NaN,NaN,NaN,NaN,25361,NaN,15866,NaN
"455159",NaN,NaN,NaN,NaN,NaN,NaN,25358.2417218543,NaN,NaN,NaN
"455160",NaN,340400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455162",NaN,340400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455163",NaN,340419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455164",NaN,340400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455166",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455170",NaN,340417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455171",NaN,340400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455172",NaN,NaN,NaN,NaN,35000.057165479,NaN,NaN,NaN,NaN,NaN
"455173",NaN,340400,NaN,NaN,35000.2471923395,NaN,NaN,17574,NaN,NaN
"455174",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455175",NaN,340416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455177",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455178",49543.5376344086,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455180",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6845
"455183",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455184",NaN,340394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6846.46902654867
"455185",NaN,NaN,NaN,NaN,NaN,19675.2787521079,NaN,17582.2945736434,NaN,6850.43975407852
"455186",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6851.94226742447
"455195",NaN,340312.553956835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455197",NaN,340357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455198",49547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455199",NaN,340305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455202",NaN,340348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455211",NaN,NaN,NaN,NaN,NaN,NaN,25346,NaN,NaN,NaN
"455212",NaN,340300.693693694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455213",NaN,NaN,NaN,NaN,NaN,NaN,25353,NaN,NaN,NaN
"455214",NaN,NaN,NaN,NaN,35000,NaN,NaN,17583,NaN,NaN
"455215",NaN,340300,NaN,NaN,35000,NaN,NaN,17594,NaN,NaN
"455216",NaN,340300,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455217",NaN,340336,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455223",NaN,340335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455225",NaN,340332.643051771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455229",49546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455231",NaN,340332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455232",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17591,NaN,NaN
"455236",NaN,340332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455238",NaN,340374.922198041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455239",NaN,340515.547619048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455242",NaN,340608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455243",NaN,340611.775510204,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455247",NaN,340708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455248",49523.4285714286,340645.588785047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455251",NaN,NaN,NaN,NaN,NaN,19686,NaN,NaN,NaN,NaN
"455252",49526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455255",49514.6957210777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455256",49512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455259",NaN,NaN,NaN,NaN,34998.2212486309,19687,NaN,NaN,NaN,NaN
"455260",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455261",NaN,NaN,40201,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455263",49511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455264",49508.0211267606,NaN,NaN,NaN,34997.9723756906,NaN,NaN,NaN,NaN,NaN
"455273",NaN,340618.61352657,NaN,NaN,34999.9383561644,19684,NaN,NaN,NaN,NaN
"455275",NaN,NaN,NaN,NaN,NaN,NaN,25360.9702970297,NaN,NaN,NaN
"455279",NaN,340575.352941176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455280",NaN,340683.874135546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455281",NaN,NaN,NaN,32016.7514934289,NaN,NaN,NaN,NaN,NaN,6850.18221574344
"455282",NaN,NaN,40219.0416666667,32019.8888888889,NaN,NaN,NaN,NaN,NaN,NaN
"455283",49529.3799283154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455285",NaN,340744.664516129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455288",NaN,NaN,NaN,NaN,34998,NaN,NaN,NaN,NaN,6848
"455292",NaN,340897.526315789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6848
"455294",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6849.68928660204
"455297",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455298",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6849
"455299",NaN,NaN,NaN,NaN,34998,NaN,NaN,17590.0032585083,NaN,6849
"455300",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17596,NaN,NaN
"455306",NaN,NaN,NaN,NaN,NaN,19684,NaN,NaN,NaN,NaN
"455309",NaN,340917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455312",NaN,NaN,NaN,NaN,34999,19684.3010471204,NaN,NaN,NaN,NaN
"455313",NaN,NaN,NaN,NaN,NaN,19684.0837145471,NaN,NaN,NaN,6849
"455314",NaN,NaN,NaN,NaN,NaN,19682,NaN,NaN,NaN,NaN
"455315",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15863,6848
"455317",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455319",49547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455320",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15866,NaN
"455325",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17596,NaN,NaN
"455326",NaN,NaN,NaN,NaN,34999.8454545455,NaN,NaN,NaN,15866,6848
"455327",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,15863,NaN
"455328",49543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455329",NaN,NaN,NaN,NaN,34998,NaN,NaN,NaN,NaN,NaN
"455330",NaN,NaN,NaN,NaN,34998,19679,NaN,17596,NaN,NaN
"455331",NaN,NaN,NaN,32026,NaN,NaN,NaN,NaN,NaN,NaN
"455332",NaN,340804.519125683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455335",NaN,NaN,40193,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455339",NaN,NaN,NaN,NaN,NaN,NaN,25367,NaN,NaN,NaN
"455340",49544,340834.53125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455341",NaN,NaN,NaN,32027,NaN,NaN,NaN,NaN,NaN,NaN
"455343",NaN,NaN,NaN,32023,NaN,NaN,NaN,NaN,NaN,NaN
"455345",NaN,NaN,NaN,NaN,34997.1088270859,NaN,NaN,NaN,NaN,6848
"455346",NaN,NaN,NaN,32021.5102040816,NaN,NaN,NaN,NaN,NaN,NaN
"455347",49547,NaN,NaN,32017,NaN,NaN,NaN,NaN,NaN,NaN
"455348",NaN,NaN,NaN,NaN,NaN,19667,NaN,17593.9375,NaN,NaN
"455349",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17594,NaN,NaN
"455350",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15865,NaN
"455355",NaN,NaN,NaN,NaN,34998,NaN,NaN,NaN,NaN,NaN
"455356",NaN,NaN,NaN,NaN,34999.9257074385,NaN,NaN,NaN,NaN,NaN
"455357",NaN,NaN,NaN,NaN,34995,NaN,NaN,NaN,15866,NaN
"455358",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455361",NaN,NaN,40193,NaN,NaN,NaN,NaN,NaN,NaN,6849
"455362",NaN,340805,NaN,NaN,34997,NaN,NaN,NaN,NaN,NaN
"455363",49530,NaN,40182,NaN,NaN,NaN,25371,NaN,NaN,NaN
"455365",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6848
"455367",NaN,340836,NaN,32020.6346153846,NaN,NaN,NaN,NaN,15865,NaN
"455368",49560.9863636364,340804.523809524,NaN,32005,34997,NaN,NaN,NaN,NaN,NaN
"455369",NaN,NaN,NaN,32017,NaN,NaN,NaN,NaN,NaN,NaN
"455372",NaN,NaN,40218,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455373",NaN,NaN,40218,NaN,34995.752195122,NaN,NaN,NaN,NaN,NaN
"455376",NaN,NaN,40207,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455377",NaN,340791.276595745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455378",NaN,340782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455381",NaN,340782,40187,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455383",NaN,NaN,NaN,32022.7396449704,NaN,NaN,NaN,NaN,NaN,NaN
"455385",NaN,NaN,NaN,NaN,34997.42,NaN,NaN,NaN,NaN,NaN
"455387",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15860,6848
"455393",NaN,NaN,NaN,32026.2581967213,NaN,NaN,NaN,NaN,NaN,NaN
"455394",NaN,340731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6848
"455395",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6848
"455398",NaN,340764,NaN,NaN,NaN,NaN,25362,NaN,NaN,6846
"455403",NaN,NaN,NaN,NaN,34999.4008495537,NaN,NaN,NaN,NaN,NaN
"455404",NaN,NaN,NaN,NaN,34995.2457983193,NaN,NaN,NaN,NaN,NaN
"455405",NaN,NaN,NaN,NaN,34999.4215957715,NaN,NaN,NaN,NaN,NaN
"455406",NaN,NaN,NaN,NaN,34997.5084745763,NaN,NaN,NaN,NaN,NaN
"455407",NaN,340764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455408",NaN,NaN,NaN,NaN,34985,NaN,25359.1767169179,17594,NaN,NaN
"455409",NaN,NaN,NaN,NaN,NaN,NaN,25360,NaN,NaN,NaN
"455411",NaN,NaN,NaN,NaN,NaN,NaN,25347,NaN,NaN,NaN
"455413",NaN,NaN,NaN,NaN,NaN,19674.874015748,NaN,NaN,NaN,NaN
"455416",NaN,NaN,40156.9009009009,NaN,NaN,NaN,NaN,NaN,NaN,6842
"455417",NaN,NaN,40155.607971608,NaN,NaN,NaN,NaN,NaN,NaN,6842
"455418",NaN,NaN,40150,NaN,NaN,NaN,NaN,17594,NaN,NaN
"455425",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17596.9691917361,NaN,NaN
"455426",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6842
"455429",NaN,NaN,NaN,NaN,35000.2206503378,NaN,NaN,NaN,NaN,NaN
"455430",NaN,NaN,NaN,NaN,35000,NaN,25347,NaN,NaN,NaN
"455431",NaN,NaN,NaN,NaN,35000,NaN,25347.9387755102,NaN,NaN,NaN
"455432",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"455435",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6842
"455446",NaN,NaN,40175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"455450",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,6842
"455454",NaN,NaN,NaN,32038.7150997151,35000,NaN,NaN,17595.1261261261,NaN,NaN
"455455",NaN,NaN,NaN,32060.0256410256,35000,NaN,NaN,NaN,NaN,NaN
"455456",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
